case_id,status,district,age_band,language_preference,tenure,household_size,opened_date,closure_month,monthly_award,opened_year,opened_month,case_age_months,contact_attempts,months_since_review,payment_adjustments,total_payments,total_amount_paid,avg_payment_amount,min_payment_amount,max_payment_amount,std_payment_amount,distinct_payment_months,max_payments_in_single_month,multi_payment_months_count,has_same_month_multi_payments,post_closure_payment_count,is_post_closure_paid,total_post_closure_amount,total_excess_amount,avg_payment_to_award_ratio,max_payment_to_award_ratio,num_adjusted_payments,adjustment_rate,anomaly_score,priority_score
C-31553,Active,Ash Hill,18-29,English,No fixed abode,1,2024-12-11,,380.87,2024,12,12,2,22,1,6,2350.93,391.82166666666666,375.64,402.41,9.152561208026242,6,1,0,0,0,0,0.0,70.93999999999994,1.0287543431267012,1.056554729960354,2,0.3333333333333333,-0.04553723905221635,0.2666543833378976
C-32998,Active,Calder Central,30-44,English,Private tenancy,1,2021-12-01,,704.86,2021,12,48,1,4,2,6,4170.56,695.0933333333334,669.65,732.98,24.65521337702572,6,1,0,0,0,0,0.0,37.120000000000005,0.9861438205222788,1.0398944471242515,4,0.6666666666666666,-0.045538398876521724,0.2666509199588668
C-32053,Active,Northgate,18-29,Other,Resident with family,2,2021-01-04,,741.05,2021,1,59,3,4,2,6,4118.65,686.4416666666666,531.08,752.21,78.40280133175511,6,1,0,0,0,0,0.0,11.160000000000082,0.926309515777163,1.015059712570002,3,0.5,-0.04557873312019978,0.26653047691147774
C-30735,Active,Calder Central,18-29,English,No fixed abode,2,2025-07-21,,546.92,2025,7,5,1,23,1,6,3229.7,538.2833333333333,516.3,562.3,18.152565291623883,6,1,0,0,0,0,0.0,20.91000000000008,0.984208537507009,1.0281211146054268,3,0.5,-0.045635867418768905,0.2663598668193429
C-32244,Active,Weybridge,45-59,English,Owner-occupier,2,2025-01-21,,672.92,2025,1,11,0,11,1,6,4110.07,685.0116666666667,673.18,695.11,8.634371816563505,6,1,0,0,0,0,0.0,72.55000000000018,1.0179689512373933,1.0329756880461274,3,0.5,-0.04566180712262724,0.26628240765075145
C-33996,Active,Northgate,45-59,English,Social tenancy,1,2022-12-23,,760.5,2022,12,36,0,20,2,6,4605.64,767.6066666666667,724.49,799.89,31.082191471430523,6,1,0,0,0,0,0.0,101.79000000000008,1.0093447293447293,1.0517948717948715,4,0.6666666666666666,-0.04573677010757693,0.26605855889283775
C-33027,Active,Ash Hill,60-74,English,Owner-occupier,4,2022-07-01,,1439.25,2022,7,41,1,18,0,6,8643.66,1440.61,1359.2,1524.23,61.63076991243904,6,1,0,0,0,0,0.0,158.53999999999996,1.0009449365989231,1.059044641306236,0,0.0,-0.04575226013882128,0.2660123037409595
C-32793,Active,Calder Central,30-44,Spanish,Owner-occupier,1,2023-02-10,,616.58,2023,2,34,5,20,4,6,3332.1,555.35,444.0,652.63,79.60299190357104,6,1,0,0,0,0,0.0,41.87999999999988,0.9006941516104966,1.0584676765383243,2,0.3333333333333333,-0.04576591405182373,0.26597153146557173
C-31875,Active,Ash Hill,75+,English,Social tenancy,4,2021-11-23,,1327.86,2021,11,49,0,10,0,6,7714.05,1285.675,1054.9,1387.3,139.07305659256937,6,1,0,0,0,0,0.0,173.90000000000057,0.9682308375883,1.0447637552151583,0,0.0,-0.04583018385179716,0.26577961388244625
C-31387,Active,Calder Central,30-44,Other,Owner-occupier,6,2022-05-25,,1176.74,2022,5,43,5,9,1,6,6926.26,1154.3766666666668,938.84,1240.3,114.3071561481024,6,1,0,0,0,0,0.0,163.27999999999997,0.980995518692886,1.0540136308785288,0,0.0,-0.04587122836706359,0.26565704987612065
C-30969,Active,Ash Hill,18-29,Other,Private tenancy,4,2024-10-19,,1356.21,2024,10,14,3,7,1,6,7610.7,1268.45,908.08,1402.71,182.7960090373966,6,1,0,0,0,0,0.0,67.44000000000005,0.9352902574085132,1.0342867255071118,2,0.3333333333333333,-0.04605760999171726,0.2651004912598294
C-34101,Active,Calder Central,30-44,English,Social tenancy,3,2025-08-20,,1158.04,2025,8,4,2,22,0,6,6487.85,1081.3083333333334,824.9,1219.84,158.13854892677705,6,1,0,0,0,0,0.0,134.69000000000003,0.9337400550355198,1.0533660322614071,0,0.0,-0.04611332542508484,0.26493411807492584
C-32632,Active,Calder Central,60-74,English,Owner-occupier,4,2025-03-25,,1377.32,2025,3,9,3,7,1,6,8267.710000000001,1377.9516666666668,1301.39,1436.44,49.06512994649735,6,1,0,0,0,0,0.0,112.62000000000036,1.0004586201221697,1.0429239392443297,0,0.0,-0.046147335380116006,0.2648325601367576
C-32844,Active,Ash Hill,75+,English,Social tenancy,4,2021-11-27,,1217.4,2021,11,49,3,1,0,6,6984.29,1164.0483333333334,883.73,1275.22,146.97861251442902,6,1,0,0,0,0,0.0,134.25999999999976,0.9561757296971688,1.0474946607524231,0,0.0,-0.046162874023489786,0.2647861598230398
C-30227,Active,Ash Hill,45-59,English,Owner-occupier,4,2024-08-02,,1434.1,2024,8,16,4,2,0,6,8472.24,1412.04,1370.96,1460.05,37.0245102600966,6,1,0,0,0,0,0.0,45.51000000000022,0.9846175301582876,1.018094972456593,0,0.0,-0.0462409094970635,0.2645531362335389
C-31804,Active,Weybridge,45-59,English,No fixed abode,1,2022-06-23,,726.18,2022,6,42,4,21,4,6,4357.08,726.18,726.18,726.18,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,2,0.3333333333333333,-0.04626072480610677,0.2644939652664277
C-31456,Active,Calder Central,60-74,English,Owner-occupier,3,2025-07-18,,1103.86,2025,7,5,1,23,0,6,6150.43,1025.0716666666667,742.41,1127.6,142.3493039556803,6,1,0,0,0,0,0.0,33.72000000000003,0.9286247048236794,1.0215063504429909,0,0.0,-0.046323822640747636,0.26430554731694395
C-33411,Active,Calder Central,60-74,English,Private tenancy,5,2023-08-28,,802.33,2023,8,28,4,1,3,6,4548.46,758.0766666666667,631.2,820.08,65.55066152730014,6,1,0,0,0,0,0.0,17.75,0.944843975255402,1.022123066568619,3,0.5,-0.046351192151106446,0.2642238185690474
C-33668,Active,Weybridge,45-59,Spanish,Social tenancy,3,2021-11-23,,1125.66,2021,11,49,5,21,3,6,6340.2300000000005,1056.7050000000002,842.25,1189.96,132.0922069995047,6,1,0,0,0,0,0.0,77.75,0.938742604338788,1.0571220439564344,0,0.0,-0.04638670278718843,0.2641177794113883
C-30104,Active,Calder Central,75+,Spanish,No fixed abode,1,2025-08-10,,648.78,2025,8,4,3,3,3,6,3772.98,628.83,612.09,646.29,13.240883656312306,6,1,0,0,0,0,0.0,0.0,0.969249976879682,0.996162027189494,2,0.3333333333333333,-0.046417665125373875,0.2640253220345967
C-33053,Active,Calder Central,18-29,English,Social tenancy,2,2025-05-04,,553.28,2025,5,7,2,6,1,6,3423.9500000000003,570.6583333333334,547.47,584.99,14.97018158429171,6,1,0,0,0,0,0.0,110.08000000000028,1.0314096539425488,1.0573127530364372,3,0.5,-0.04644935762518687,0.26393068430474803
C-31569,Active,Northgate,30-44,Spanish,No fixed abode,1,2025-08-07,,727.06,2025,8,4,4,4,4,6,4422.1,737.0166666666668,703.07,768.87,27.29613940956973,6,1,0,0,0,0,0.0,97.33000000000015,1.0136944222851851,1.057505570379336,1,0.1666666666666666,-0.046458886708479585,0.26390222928177154
C-32229,Active,Calder Central,75+,English,No fixed abode,3,2024-01-20,,1226.96,2024,1,23,3,1,2,6,7042.150000000001,1173.6916666666668,993.23,1277.15,98.65357214346912,6,1,0,0,0,0,0.0,69.12000000000012,0.9565851100823716,1.0409059790050206,0,0.0,-0.04658221046465755,0.26353396927104467
C-31486,Active,Northgate,75+,English,Private tenancy,5,2024-06-10,,1432.63,2024,6,18,0,6,0,6,8608.65,1434.775,1375.8,1485.34,37.35625770871594,6,1,0,0,0,0,0.0,86.50999999999976,1.0014972463231957,1.0367924725853848,0,0.0,-0.046611289166537506,0.2634471366655669
C-31352,Active,Weybridge,60-74,Other,Private tenancy,5,2024-11-29,,1331.58,2024,11,13,4,18,1,6,8147.91,1357.985,1287.88,1402.12,42.29425433791204,6,1,0,0,0,0,0.0,204.58000000000013,1.019829826221481,1.0529746616801092,0,0.0,-0.04675060450246149,0.26303112381701443
C-30128,Active,Northgate,30-44,English,Owner-occupier,6,2023-03-16,,1065.58,2023,3,33,3,21,1,6,6146.74,1024.4566666666667,761.69,1125.07,136.53260060024732,6,1,0,0,0,0,0.0,144.68000000000006,0.9614075589506812,1.0558287505396122,2,0.3333333333333333,-0.04679976710165007,0.2628843182065981
C-30207,Active,Ash Hill,45-59,English,No fixed abode,6,2021-10-19,,995.43,2021,10,50,3,13,3,6,5642.27,940.3783333333334,691.11,1036.14,125.94510001054692,6,1,0,0,0,0,0.0,55.96000000000015,0.9446955921896402,1.0408968988276426,2,0.3333333333333333,-0.0468413190871837,0.26276023883119975
C-30997,Active,Ash Hill,45-59,English,Resident with family,5,2025-01-07,,915.18,2025,1,11,5,11,1,6,5166.99,861.165,770.17,931.15,72.72039569474303,6,1,0,0,0,0,0.0,23.19000000000005,0.9409788238379336,1.0174501191022531,2,0.3333333333333333,-0.0468867127104628,0.26262468784967136
C-33044,Active,Calder Central,18-29,Spanish,Private tenancy,3,2021-03-19,,756.86,2021,3,57,5,23,1,6,4338.74,723.1233333333333,617.08,777.64,55.56990864367752,6,1,0,0,0,0,0.0,20.779999999999973,0.955425485999172,1.0274555399941865,3,0.5,-0.04690080154924592,0.26258261683203293
C-34056,Active,Calder Central,60-74,Spanish,Private tenancy,1,2021-12-05,,449.03,2021,12,48,4,23,3,6,2563.46,427.2433333333333,330.95,471.54,48.91377379293758,6,1,0,0,0,0,0.0,22.510000000000048,0.9514805989206364,1.0501302808275617,0,0.0,-0.04703417019604533,0.2621843615337585
C-31299,Active,Northgate,45-59,Spanish,No fixed abode,3,2022-01-08,,1116.3,2022,1,47,3,4,2,6,5718.07,953.0116666666668,791.55,1137.0,168.5187126009057,6,1,0,0,0,0,0.0,20.700000000000045,0.8537236107378542,1.0185434023112068,2,0.3333333333333333,-0.047045394163517495,0.2621508453766952
C-30321,Active,Ash Hill,30-44,English,Private tenancy,4,2024-01-10,,1011.64,2024,1,23,1,11,1,6,6209.37,1034.895,991.62,1069.58,31.51218922893168,6,1,0,0,0,0,0.0,165.18999999999983,1.0229874263572023,1.0572733383417026,3,0.5,-0.04718711678935911,0.26172764406228377
C-34112,Active,Weybridge,18-29,English,Private tenancy,1,2025-07-08,,568.54,2025,7,5,2,3,1,6,3244.76,540.7933333333334,474.17,576.35,35.739232038009206,6,1,0,0,0,0,0.0,7.810000000000059,0.9511966323096588,1.0137369402328773,3,0.5,-0.047273424352684446,0.26146991898821015
C-30675,Active,Weybridge,18-29,English,Resident with family,1,2023-04-06,,488.86,2023,4,32,3,22,1,6,2933.16,488.86,488.86,488.86,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,3,0.5,-0.04728014783754353,0.26144984182965564
C-33391,Active,Calder Central,45-59,Other,Resident with family,5,2025-07-23,,1297.92,2025,7,5,3,8,2,6,7798.41,1299.735,1236.81,1361.42,48.44899369439991,6,1,0,0,0,0,0.0,117.44999999999982,1.001398391272189,1.048924432938856,1,0.1666666666666666,-0.047322680537812356,0.26132283391858746
C-31883,Active,Calder Central,18-29,English,Social tenancy,4,2024-03-08,,1260.31,2024,3,21,2,22,3,6,7083.55,1180.5916666666667,1014.67,1238.43,82.52419000915238,6,1,0,0,0,0,0.0,0.0,0.9367470437167577,0.9826391919448392,2,0.3333333333333333,-0.047477635698735476,0.26086011861545166
C-31992,Active,Calder Central,75+,English,Owner-occupier,2,2021-01-05,,939.07,2021,1,59,2,11,1,6,5701.45,950.2416666666668,893.49,994.07,42.37775615422159,6,1,0,0,0,0,0.0,145.28999999999985,1.0118965217360438,1.0585685838116434,3,0.5,-0.04751439633200011,0.26075034681138154
C-32714,Active,Weybridge,30-44,English,Owner-occupier,3,2021-02-22,,1226.48,2021,2,58,0,8,1,6,6887.32,1147.8866666666663,873.87,1264.34,140.18433930602473,6,1,0,0,0,0,0.0,43.82999999999993,0.935919596460331,1.03086882786511,0,0.0,-0.047516906055294184,0.2607428524667732
C-30693,Active,Calder Central,30-44,English,Owner-occupier,4,2021-07-15,,1287.97,2021,7,53,1,23,0,6,7435.44,1239.24,965.46,1317.5,136.6881474013018,6,1,0,0,0,0,0.0,72.84999999999991,0.962165267824561,1.022927552660388,0,0.0,-0.04755502296407066,0.26062903065603754
C-31739,Active,Weybridge,45-59,Other,Resident with family,1,2021-07-09,,678.69,2021,7,53,4,18,2,6,3770.22,628.37,463.88,673.65,81.92217209034436,6,1,0,0,0,0,0.0,0.0,0.9258571660109916,0.9925739291871104,3,0.5,-0.047590368541933825,0.26052348438266376
C-33428,Active,Weybridge,75+,English,Social tenancy,5,2021-02-25,,916.62,2021,2,58,0,1,2,6,5077.82,846.3033333333333,634.48,949.52,122.41445546448614,6,1,0,0,0,0,0.0,60.870000000000005,0.9232870037020066,1.0358927363574872,2,0.3333333333333333,-0.0476471942210247,0.2603537958665163
C-31905,Active,Calder Central,75+,English,Private tenancy,2,2021-01-03,,955.39,2021,1,59,2,3,1,6,5803.87,967.3116666666666,908.04,1008.94,40.08898572758692,6,1,0,0,0,0,0.0,137.35000000000014,1.0124783247330065,1.0560504087336062,3,0.5,-0.047728680729775985,0.26011046705853275
C-32032,Active,Weybridge,18-29,Spanish,No fixed abode,3,2025-01-31,,1153.55,2025,1,11,5,10,2,6,6420.889999999999,1070.1483333333333,838.35,1202.93,121.61534350840222,6,1,0,0,0,0,0.0,49.38000000000011,0.9276999985551848,1.0428069871266958,2,0.3333333333333333,-0.04788339855477042,0.2596484604698763
C-30018,Active,Weybridge,30-44,English,Social tenancy,4,2021-04-21,,740.23,2021,4,56,0,1,1,6,4239.7,706.6166666666667,530.09,781.34,91.90549834839406,6,1,0,0,0,0,0.0,75.02999999999997,0.9545906902809486,1.0555367926185104,3,0.5,-0.04794018855056398,0.2594788785084743
C-31898,Active,Weybridge,60-74,English,Owner-occupier,1,2021-12-27,,521.74,2021,12,48,1,23,1,6,3008.1800000000003,501.3633333333334,357.97,543.9,70.7081060888118,6,1,0,0,0,0,0.0,41.50999999999999,0.9609447873142432,1.0424732625445623,3,0.5,-0.04802298097847252,0.25923165006413706
C-32433,Active,Northgate,30-44,Other,Resident with family,1,2023-12-01,,748.13,2023,12,24,4,11,4,6,4112.53,685.4216666666666,545.22,787.22,92.58956429677517,6,1,0,0,0,0,0.0,39.09000000000003,0.9161798974331556,1.0522502773582132,0,0.0,-0.04804859388216648,0.2591551667613136
C-30650,Active,Weybridge,45-59,English,Resident with family,3,2024-01-05,,1219.86,2024,1,23,2,8,3,6,7319.16,1219.86,1219.86,1219.86,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,2,0.3333333333333333,-0.048089254948929905,0.2590337477797116
C-30031,Active,Ash Hill,30-44,Spanish,Social tenancy,3,2021-07-12,,1215.63,2021,7,53,6,10,1,6,7072.07,1178.6783333333333,910.07,1273.23,138.58707117428622,6,1,0,0,0,0,0.0,149.99999999999957,0.9696028671004608,1.0473828385281705,0,0.0,-0.048157170637087354,0.25883094312289195
C-34152,Active,Calder Central,18-29,Other,Owner-occupier,2,2025-08-21,,524.82,2025,8,4,6,5,1,6,2906.07,484.345,413.07,516.33,42.86095554231145,6,1,0,0,0,0,0.0,0.0,0.9228783201859684,0.9838230250371556,1,0.1666666666666666,-0.048268269850206436,0.2584991871118608
C-33128,Active,Calder Central,45-59,English,Owner-occupier,1,2021-12-12,,390.39,2021,12,48,4,22,0,6,2332.27,388.7116666666666,368.63,408.82,16.83102779590916,6,1,0,0,0,0,0.0,37.440000000000055,0.995700880316265,1.0472092010553549,0,0.0,-0.048331199125872415,0.25831127250035363
C-32225,Active,Calder Central,18-29,English,No fixed abode,5,2024-06-28,,1307.34,2024,6,18,3,21,2,6,7245.62,1207.6033333333332,1000.36,1364.51,153.75093543346873,6,1,0,0,0,0,0.0,88.23000000000025,0.9237102309524174,1.0437300166750807,0,0.0,-0.04842035988209009,0.2580450274389094
C-31540,Active,Weybridge,75+,English,Social tenancy,5,2023-03-18,,1368.34,2023,3,33,3,15,2,6,8221.67,1370.2783333333334,1287.98,1422.09,62.409782059118456,6,1,0,0,0,0,0.0,167.83000000000015,1.00141655826281,1.039281172807928,0,0.0,-0.04848440525608877,0.2578537800195418
C-31797,Active,Calder Central,30-44,English,Social tenancy,4,2024-05-29,,1363.64,2024,5,19,2,10,0,6,7975.33,1329.2216666666666,963.05,1440.04,183.7200892027508,6,1,0,0,0,0,0.0,214.92999999999935,0.9747599561956722,1.0560265172626204,0,0.0,-0.04855801605006971,0.257633969071342
C-33032,Active,Weybridge,30-44,English,No fixed abode,1,2024-12-04,,516.52,2024,12,12,0,13,1,6,3009.81,501.635,389.18,545.41,58.75978480219271,6,1,0,0,0,0,0.0,68.99000000000001,0.9711821420274142,1.0559320065050724,3,0.5,-0.048576226786906374,0.2575795895555808
C-33950,Active,Calder Central,30-44,Other,Resident with family,2,2025-05-29,,973.69,2025,5,7,7,19,1,6,5377.23,896.2049999999999,683.05,1018.52,141.50240008565228,6,1,0,0,0,0,0.0,82.81999999999982,0.9204212839815544,1.046041347862256,2,0.3333333333333333,-0.04857797647586881,0.2575743647676239
C-31695,Active,Ash Hill,45-59,English,Social tenancy,3,2025-02-05,,601.22,2025,2,10,1,5,2,6,3452.0,575.3333333333334,429.38,635.06,73.25724228133808,6,1,0,0,0,0,0.0,35.469999999999914,0.9569431045762504,1.0562855527094903,3,0.5,-0.04878100856021922,0.2569680858163659
C-30957,Active,Calder Central,18-29,English,Private tenancy,2,2021-11-14,,824.92,2021,11,49,4,19,2,6,4967.63,827.9383333333334,776.11,863.01,35.59629161396826,6,1,0,0,0,0,0.0,97.66000000000008,1.0036589406649534,1.0461741744654027,4,0.6666666666666666,-0.04896878037555824,0.25640737591850027
C-31508,Active,Northgate,18-29,English,Private tenancy,3,2023-07-14,,868.21,2023,7,29,3,19,2,6,5235.75,872.625,817.5,894.27,29.50756564001851,6,1,0,0,0,0,0.0,84.74999999999977,1.0050851752456202,1.030015779592495,4,0.6666666666666666,-0.0489767398930826,0.2563836078133132
C-33462,Closed,Northgate,30-44,English,Resident with family,3,2022-04-11,2025-12,837.19,2022,4,44,2,11,0,6,4886.03,814.3383333333333,696.11,876.84,65.29580244293402,6,1,0,0,0,0,0.0,71.6099999999999,0.9727043243867382,1.047360814152104,0,0.0,-0.04902948027869758,0.2562261184894859
C-32406,Active,Calder Central,30-44,Other,Private tenancy,4,2022-01-07,,848.87,2022,1,47,6,11,4,6,5129.81,854.9683333333332,812.59,891.4,31.49285469224189,6,1,0,0,0,0,0.0,98.81999999999994,1.0071840603783069,1.0501019001731713,2,0.3333333333333333,-0.04903594816766055,0.256206804571935
C-33522,Active,Calder Central,30-44,English,Private tenancy,4,2023-12-27,,1417.76,2023,12,24,4,4,0,6,8336.47,1389.4116666666666,1335.05,1482.11,60.48812591465091,6,1,0,0,0,0,0.0,94.27999999999996,0.9800048433209194,1.045388500169281,0,0.0,-0.04904964327263589,0.25616590929221417
C-30376,Active,Northgate,60-74,English,Owner-occupier,5,2023-12-13,,1236.7,2023,12,24,3,1,1,6,6771.12,1128.52,969.72,1272.55,127.56876263411816,6,1,0,0,0,0,0.0,35.84999999999991,0.9125252688606776,1.0289884369693538,0,0.0,-0.04910868189843137,0.255989612643113
C-34052,Active,Northgate,60-74,English,Resident with family,2,2021-10-04,,615.87,2021,10,50,0,17,1,6,3695.32,615.8866666666667,581.29,642.36,24.441439946669817,6,1,0,0,0,0,0.0,61.57000000000005,1.00002706198819,1.0430123240294218,4,0.6666666666666666,-0.049171007662063504,0.2558035001932894
C-34034,Active,Ash Hill,45-59,English,Social tenancy,2,2021-01-12,,938.6,2021,1,59,2,12,1,6,5217.69,869.6149999999999,719.41,991.33,111.28331263042088,6,1,0,0,0,0,0.0,60.17999999999995,0.9265022373748136,1.0561794161517153,3,0.5,-0.049220164260937505,0.25565671250055555
C-33060,Active,Northgate,30-44,English,Private tenancy,4,2022-11-16,,1375.83,2022,11,37,3,22,1,6,8321.74,1386.9566666666667,1327.9,1422.89,31.7821652293651,6,1,0,0,0,0,0.0,114.69000000000052,1.0080872394603015,1.0342048072799692,2,0.3333333333333333,-0.0492228839400925,0.25564859120174155
C-33421,Active,Northgate,75+,English,Resident with family,5,2022-01-03,,1372.66,2022,1,47,2,13,1,6,7881.75,1313.625,1057.9,1420.87,132.08873725643676,6,1,0,0,0,0,0.0,64.01999999999975,0.9569922631970044,1.0351215887401104,0,0.0,-0.04926499440534865,0.2555228441367189
C-31223,Active,Weybridge,60-74,English,Social tenancy,2,2025-08-11,,621.53,2025,8,4,4,22,0,6,3424.09,570.6816666666667,451.1,629.95,80.6572008977913,6,1,0,0,0,0,0.0,9.240000000000125,0.9181884489351548,1.013547214132866,0,0.0,-0.04944617045272731,0.2549818300189294
C-30373,Active,Ash Hill,45-59,Other,Social tenancy,2,2025-01-13,,585.55,2025,1,11,5,15,0,6,3277.95,546.3249999999999,408.56,619.22,92.29122769797786,6,1,0,0,0,0,0.0,79.23000000000013,0.9330116984032109,1.057501494321578,0,0.0,-0.04946986823130328,0.25491106551691406
C-31438,Active,Ash Hill,60-74,English,No fixed abode,5,2024-05-01,,1454.68,2024,5,19,1,10,2,6,8646.46,1441.0766666666666,1371.03,1526.81,65.58918742191176,6,1,0,0,0,0,0.0,127.36999999999988,0.9906485733402992,1.0495847884070724,1,0.1666666666666666,-0.049485207460129355,0.2548652606797351
C-32048,Active,Northgate,30-44,English,Owner-occupier,3,2022-11-01,,1206.29,2022,11,37,3,5,3,6,7237.74,1206.29,1206.29,1206.29,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,2,0.3333333333333333,-0.04970031956519977,0.25422290929038566
C-33586,Active,Northgate,30-44,English,Resident with family,2,2021-11-13,,804.47,2021,11,49,2,8,1,6,4206.49,701.0816666666666,622.85,846.06,105.7494127485664,6,1,0,0,0,0,0.0,65.42999999999984,0.8714826738929564,1.0516986338831775,3,0.5,-0.04974873811796904,0.2540783254947343
C-31470,Active,Calder Central,30-44,Spanish,No fixed abode,4,2025-04-11,,965.64,2025,4,8,3,3,3,6,5605.04,934.1733333333332,706.08,1012.25,115.95227288271096,6,1,0,0,0,0,0.0,111.14999999999998,0.9674136669290144,1.0482685058613976,2,0.3333333333333333,-0.049797455109733324,0.2539328505232794
C-30219,Active,Weybridge,60-74,English,No fixed abode,5,2025-02-14,,1235.72,2025,2,10,2,8,0,6,7271.43,1211.905,1162.84,1248.03,35.145713678911136,6,1,0,0,0,0,0.0,23.169999999999845,0.980727834784579,1.0099618036448386,0,0.0,-0.04992781305850341,0.25354358554222317
C-33997,Active,Northgate,60-74,Spanish,No fixed abode,4,2021-01-25,,886.76,2021,1,59,6,17,2,6,5018.8,836.4666666666667,637.53,911.48,101.87705839229297,6,1,0,0,0,0,0.0,47.04000000000008,0.943284165576556,1.02787676485182,0,0.0,-0.050062529137498646,0.25314130664452017
C-32081,Active,Weybridge,45-59,English,No fixed abode,3,2025-04-12,,1235.23,2025,4,8,4,7,2,6,7445.99,1240.9983333333332,1170.49,1272.64,40.128181826076585,6,1,0,0,0,0,0.0,109.58999999999992,1.004669845561825,1.0302858576945184,0,0.0,-0.05009524951578653,0.25304359954223327
C-32787,Active,Ash Hill,18-29,English,Social tenancy,1,2023-08-16,,376.4,2023,8,28,2,20,3,6,2146.53,357.75499999999994,289.84,390.14,37.78786141077582,6,1,0,0,0,0,0.0,22.81000000000006,0.9504649309245484,1.0365037194473965,0,0.0,-0.050095862664453095,0.25304176860437083
C-32772,Active,Northgate,75+,Other,No fixed abode,1,2021-08-25,,682.37,2021,8,52,5,6,1,6,4072.22,678.7033333333333,646.39,705.63,22.32100326299573,6,1,0,0,0,0,0.0,38.92999999999995,0.9946265711173312,1.0340870788575114,4,0.6666666666666666,-0.05014586371943791,0.25289245926109644
C-33104,Active,Weybridge,45-59,Spanish,Private tenancy,2,2023-05-23,,629.54,2023,5,31,3,0,2,6,3541.61,590.2683333333333,456.12,660.98,74.87787668374865,6,1,0,0,0,0,0.0,51.37000000000012,0.937618472747297,1.049941226927598,4,0.6666666666666666,-0.0503477852124708,0.25228949667306944
C-32602,Active,Northgate,45-59,Spanish,No fixed abode,2,2021-12-01,,1000.11,2021,12,48,7,5,2,6,6140.48,1023.4133333333332,963.06,1051.81,36.032084961415535,6,1,0,0,0,0,0.0,181.58999999999992,1.023300770248606,1.051694313625501,2,0.3333333333333333,-0.05035769453276434,0.25225990621531263
C-33273,Active,Calder Central,45-59,English,Private tenancy,1,2021-11-16,,373.26,2021,11,49,3,21,0,6,2229.9700000000003,371.6616666666667,357.67,393.75,15.862795991459596,6,1,0,0,0,0,0.0,35.150000000000034,0.9957179088749576,1.05489471146118,0,0.0,-0.05059617669879246,0.2515477689293468
C-31257,Active,Weybridge,30-44,English,Owner-occupier,4,2022-02-07,,1294.63,2022,2,46,0,23,1,6,7591.67,1265.2783333333334,1223.93,1346.49,44.53152250559887,6,1,0,0,0,0,0.0,51.8599999999999,0.9773281426610948,1.0400577771255106,1,0.1666666666666666,-0.05063663681083941,0.2514269500234183
C-30567,Active,Ash Hill,60-74,English,Social tenancy,1,2021-04-16,,379.58,2021,4,56,4,14,1,6,2352.74,392.1233333333334,370.23,401.11,11.767768975751798,6,1,0,0,0,0,0.0,84.61000000000013,1.033045295677679,1.0567205859107436,2,0.3333333333333333,-0.05074282647672146,0.25110985452852946
C-31164,Active,Weybridge,45-59,English,No fixed abode,3,2025-05-17,,1182.67,2025,5,7,1,19,1,6,6545.25,1090.875,860.54,1174.56,118.03006358551204,6,1,0,0,0,0,0.0,0.0,0.9223832514564502,0.9931426348854708,1,0.1666666666666666,-0.050808682057550236,0.2509132016073564
C-31733,Active,Calder Central,30-44,English,Resident with family,4,2024-09-05,,1337.27,2024,9,15,0,21,0,6,8187.92,1364.6533333333334,1273.7,1406.82,51.93056697809745,6,1,0,0,0,0,0.0,232.86000000000013,1.0204770415348683,1.0520089435940383,0,0.0,-0.05099280662867167,0.2503633828324692
C-30920,Active,Calder Central,18-29,Spanish,No fixed abode,5,2021-07-14,,1197.52,2021,7,53,5,14,2,6,7239.56,1206.5933333333337,1136.79,1263.2,48.58300635681855,6,1,0,0,0,0,0.0,154.6800000000003,1.007576769768633,1.0548466831451668,0,0.0,-0.051000697333512035,0.2503398202104796
C-33605,Active,Northgate,45-59,English,Private tenancy,4,2021-07-25,,1424.65,2021,7,53,2,19,1,6,8154.9,1359.15,1080.79,1480.9,146.35052128366334,6,1,0,0,0,0,0.0,102.75,0.9540237953181482,1.0394833818832696,1,0.1666666666666666,-0.05103302631697254,0.25024328186162514
C-30944,Active,Calder Central,18-29,Other,Resident with family,5,2021-10-11,,1162.91,2021,10,50,4,21,2,6,7205.219999999999,1200.87,1136.36,1231.35,35.90519182513863,6,1,0,0,0,0,0.0,254.3099999999995,1.032642250905057,1.0588523617476846,1,0.1666666666666666,-0.05104286604683206,0.25021389920952375
C-32290,Active,Northgate,30-44,English,No fixed abode,4,2022-07-17,,1316.08,2022,7,41,0,21,0,6,7066.57,1177.7616666666663,988.27,1383.84,176.30469686502013,6,1,0,0,0,0,0.0,84.16000000000008,0.8949012724657063,1.0514862318400098,0,0.0,-0.05112047034966538,0.24998216314925803
C-31106,Active,Calder Central,30-44,Other,Owner-occupier,2,2021-08-31,,938.67,2021,8,52,4,19,3,6,5779.52,963.2533333333334,930.19,994.62,30.11394937012856,6,1,0,0,0,0,0.0,156.56000000000006,1.0261895376791987,1.0596056121959794,3,0.5,-0.05119678783383963,0.2497542696888926
