case_id,status,district,age_band,language_preference,tenure,household_size,opened_date,closure_month,monthly_award,opened_year,opened_month,case_age_months,contact_attempts,months_since_review,payment_adjustments,total_payments,total_amount_paid,avg_payment_amount,min_payment_amount,max_payment_amount,std_payment_amount,distinct_payment_months,max_payments_in_single_month,multi_payment_months_count,has_same_month_multi_payments,post_closure_payment_count,is_post_closure_paid,total_post_closure_amount,total_excess_amount,avg_payment_to_award_ratio,max_payment_to_award_ratio,num_adjusted_payments,adjustment_rate
C-30214,Active,Weybridge,45-59,English,Private tenancy,4,2022-03-31,,1172.62,2022,3,45,1,17,0,6,6816.93,1136.155,959.4,1220.0,91.96650036834068,6,1,0,0,0,0,0.0,62.66000000000031,0.9689029694189082,1.0404052463713735,0,0.0
C-30215,Active,Ash Hill,30-44,English,Resident with family,3,2025-02-28,,891.29,2025,2,10,0,6,2,6,5196.66,866.11,837.9,923.18,33.97968451884154,6,1,0,0,0,0,0.0,31.889999999999986,0.971748813517486,1.0357796003545423,2,0.3333333333333333
C-30216,Active,Ash Hill,60-74,English,Social tenancy,4,2022-12-21,,1313.08,2022,12,36,3,4,1,6,7414.24,1235.7066666666667,939.31,1347.13,149.23704790254558,6,1,0,0,0,0,0.0,34.49000000000024,0.9410749281587312,1.0259313979346272,1,0.16666666666666666
C-30217,Active,Weybridge,18-29,English,Resident with family,3,2022-11-02,,696.34,2022,11,37,2,8,0,6,4194.72,699.12,660.47,733.03,28.157700190178886,6,1,0,0,0,0,0.0,72.63999999999999,1.0039923026107935,1.0526897779820201,0,0.0
C-30218,Active,Calder Central,75+,English,Social tenancy,2,2023-01-21,,898.9,2023,1,35,2,1,1,6,5279.02,879.8366666666667,684.57,949.37,101.2571671866573,6,1,0,0,0,0,0.0,139.44000000000005,0.9787925983609598,1.0561464011569697,1,0.16666666666666666
C-30219,Active,Weybridge,60-74,English,No fixed abode,5,2025-02-14,,1235.72,2025,2,10,2,8,0,6,7271.43,1211.905,1162.84,1248.03,35.145713678911136,6,1,0,0,0,0,0.0,23.169999999999845,0.980727834784579,1.0099618036448386,0,0.0
C-30220,Active,Weybridge,18-29,Other,Resident with family,4,2024-09-21,,1311.51,2024,9,15,2,20,1,6,7440.33,1240.055,1076.56,1306.22,83.53387330897577,6,1,0,0,0,0,0.0,0.0,0.9455169994891385,0.9959664813840535,3,0.5
C-30221,Active,Calder Central,30-44,English,Resident with family,6,2024-07-01,,1813.82,2024,7,17,1,5,0,6,9960.71,1660.118333333333,1326.25,1882.87,232.93504729144277,6,1,0,0,0,0,0.0,69.04999999999995,0.9152607939780868,1.038068827116252,0,0.0
C-30222,Active,Northgate,30-44,English,Owner-occupier,1,2025-08-26,,476.1,2025,8,4,2,19,0,6,2838.1099999999997,473.01833333333326,453.84,483.4,10.469407655959655,6,1,0,0,0,0,0.0,12.07999999999987,0.9935272701813344,1.015332913253518,0,0.0
C-30223,Active,Calder Central,45-59,English,Private tenancy,4,2022-04-27,,1194.64,2022,4,44,2,4,1,6,6930.54,1155.09,1015.24,1245.33,76.58126454949667,6,1,0,0,0,0,0.0,50.68999999999983,0.9668937922721489,1.0424311926605503,3,0.5
C-30224,Active,Ash Hill,18-29,Spanish,Social tenancy,3,2024-03-30,,639.14,2024,3,21,5,21,3,6,3834.82,639.1366666666667,608.48,669.36,24.27200252691703,6,1,0,0,0,0,0.0,61.530000000000086,0.9999947846585516,1.0472822855712365,0,0.0
C-30225,Active,Northgate,60-74,English,No fixed abode,3,2022-11-08,,749.55,2022,11,37,3,0,0,6,4212.84,702.14,548.32,782.32,90.96704480195008,6,1,0,0,0,0,0.0,50.320000000000164,0.9367487158962046,1.043719565072377,0,0.0
C-30226,Active,Northgate,45-59,English,Private tenancy,2,2021-08-21,,524.75,2021,8,52,1,22,1,6,3042.09,507.01500000000004,461.66,545.32,27.79538864632046,6,1,0,0,0,0,0.0,20.57000000000005,0.9662029537875179,1.0391996188661268,1,0.16666666666666666
C-30227,Active,Ash Hill,45-59,English,Owner-occupier,4,2024-08-02,,1434.1,2024,8,16,4,2,0,6,8472.24,1412.04,1370.96,1460.05,37.0245102600966,6,1,0,0,0,0,0.0,45.51000000000022,0.9846175301582876,1.018094972456593,0,0.0
C-30228,Active,Ash Hill,45-59,English,Private tenancy,1,2024-04-15,,383.6,2024,4,20,0,17,0,6,2320.76,386.79333333333335,361.49,402.03,15.920237016661103,6,1,0,0,0,0,0.0,51.38999999999993,1.0083246437261035,1.0480448383733054,0,0.0
C-30229,Active,Northgate,18-29,English,Social tenancy,1,2025-05-19,,637.83,2025,5,7,3,11,1,6,3708.88,618.1466666666666,511.76,672.77,57.72548472439764,6,1,0,0,0,0,0.0,58.56999999999982,0.9691401575132349,1.054779486697082,3,0.5
C-30230,Active,Calder Central,18-29,English,Social tenancy,2,2022-04-20,,599.67,2022,4,44,1,8,0,6,3645.14,607.5233333333333,584.52,632.92,19.07415913393474,6,1,0,0,0,0,0.0,75.34000000000015,1.0130960917393457,1.0554471626061,0,0.0
C-30231,Active,Northgate,30-44,English,No fixed abode,2,2025-03-16,,501.25,2025,3,9,2,19,0,6,2913.75,485.625,410.54,520.34,39.676249696764415,6,1,0,0,0,0,0.0,31.0,0.9688279301745636,1.0380847880299253,0,0.0
C-30232,Active,Weybridge,30-44,English,No fixed abode,3,2022-05-11,,1024.71,2022,5,43,1,3,0,6,6317.32,1052.8866666666665,1024.39,1080.48,23.528451429421924,6,1,0,0,0,0,0.0,169.37999999999988,1.0274972105929157,1.0544251544339374,0,0.0
C-30233,Suspended,Northgate,75+,English,Owner-occupier,1,2022-11-01,,609.24,2022,11,37,0,18,1,6,3652.55,608.7583333333333,575.18,637.42,22.283030688545622,6,1,0,0,0,0,0.0,49.45999999999992,0.9992093975007114,1.0462543496815704,0,0.0
C-30234,Active,Calder Central,45-59,English,Resident with family,5,2023-05-14,,1577.11,2023,5,31,3,11,1,6,9503.45,1583.9083333333335,1501.78,1664.19,68.58454386132978,6,1,0,0,0,0,0.0,183.78000000000065,1.0043106272443478,1.0552149184267428,2,0.3333333333333333
C-30235,Active,Calder Central,60-74,English,Resident with family,6,2024-02-20,,1038.35,2024,2,22,1,23,2,6,6513.47,1085.5783333333334,1072.93,1094.3,9.38017359469782,6,1,0,0,0,0,0.0,283.3700000000006,1.0454840211232566,1.0538835652718255,3,0.5
C-30236,Closed,Northgate,60-74,English,Private tenancy,1,2024-08-17,2025-11,754.36,2024,8,16,2,16,0,5,3753.46,750.692,712.3,792.56,34.6293296210019,5,1,0,0,0,0,0.0,58.739999999999895,0.9951376000848402,1.050638952224402,0,0.0
C-30237,Active,Weybridge,60-74,English,Social tenancy,1,2023-02-10,,733.12,2023,2,34,0,3,0,6,4118.88,686.48,545.38,759.59,86.500797915395,6,1,0,0,0,0,0.0,37.430000000000064,0.936381492797905,1.036105958096901,0,0.0
C-30238,Active,Northgate,30-44,English,No fixed abode,2,2024-10-15,,585.79,2024,10,14,0,20,0,6,3491.93,581.9883333333333,483.2,620.88,50.4631724792117,6,1,0,0,0,0,0.0,83.87000000000012,0.9935101885203458,1.0599020126666554,0,0.0
C-30239,Active,Northgate,30-44,Other,Private tenancy,1,2021-12-29,,418.23,2021,12,48,2,4,1,6,2480.19,413.365,400.94,425.61,9.970042627792537,6,1,0,0,0,0,0.0,8.979999999999961,0.9883676445974703,1.0176457929847214,2,0.3333333333333333
C-30240,Active,Weybridge,30-44,English,Owner-occupier,2,2023-01-04,,536.63,2023,1,35,1,2,0,6,3146.33,524.3883333333333,390.5,568.21,66.86916162676684,6,1,0,0,0,0,0.0,72.68000000000006,0.9771878824019034,1.0588487412183443,0,0.0
C-30241,Active,Calder Central,75+,Spanish,Private tenancy,2,2023-12-05,,727.24,2023,12,24,3,7,2,6,4076.87,679.4783333333334,523.63,734.48,78.05676304245945,6,1,0,0,0,0,0.0,7.240000000000009,0.934324752947216,1.0099554479951598,1,0.16666666666666666
C-30242,Active,Weybridge,18-29,English,Resident with family,3,2024-05-03,,880.12,2024,5,19,3,7,1,6,5119.360000000001,853.2266666666668,684.11,916.71,85.71117398954857,6,1,0,0,0,0,0.0,67.29000000000008,0.9694435607265676,1.041573876289597,1,0.16666666666666666
C-30243,Active,Calder Central,18-29,Other,Social tenancy,1,2024-11-17,,495.66,2024,11,13,5,0,2,6,2596.7599999999998,432.7933333333333,356.26,492.14,53.78533728319147,6,1,0,0,0,0,0.0,0.0,0.8731657453361846,0.9928983577452285,3,0.5
C-30244,Active,Northgate,45-59,English,Owner-occupier,1,2023-06-24,,740.54,2023,6,30,1,17,0,6,4435.45,739.2416666666667,710.29,782.94,25.166466113991202,6,1,0,0,0,0,0.0,49.29000000000008,0.9982467748759914,1.0572555162449024,0,0.0
C-30245,Active,Northgate,60-74,Spanish,Resident with family,4,2023-10-04,,915.74,2023,10,26,6,1,1,6,5459.96,909.9933333333333,861.83,961.02,37.5635933673373,6,1,0,0,0,0,0.0,68.48000000000002,0.9937245651968172,1.0494463494004849,0,0.0
C-30246,Closed,Northgate,45-59,English,Social tenancy,3,2023-08-20,2025-09,767.59,2023,8,28,0,15,0,3,2308.2,769.4,749.23,794.24,22.865513333402344,3,1,0,0,0,0,0.0,26.649999999999977,1.0023580296773016,1.034719055745906,0,0.0
C-30247,Active,Northgate,30-44,English,Social tenancy,2,2022-12-03,,746.3,2022,12,36,2,6,1,6,4492.6,748.7666666666668,713.85,789.17,26.613979534572906,6,1,0,0,0,0,0.0,65.74000000000001,1.0033051945151639,1.0574433873777302,2,0.3333333333333333
C-30248,Active,Calder Central,60-74,English,Private tenancy,4,2023-05-21,,815.3,2023,5,31,2,9,0,6,4941.7,823.6166666666667,787.74,842.94,19.740328940184018,6,1,0,0,0,0,0.0,77.46000000000038,1.0102007441023755,1.0339016313013616,0,0.0
C-30249,Active,Northgate,18-29,English,Private tenancy,3,2023-01-11,,1032.64,2023,1,35,3,15,0,6,6135.04,1022.5066666666667,806.17,1089.53,107.61280493819805,6,1,0,0,0,0,0.0,165.6699999999994,0.9901869641565954,1.0550918035326928,0,0.0
C-30250,Suspended,Weybridge,60-74,English,Private tenancy,2,2021-02-06,,576.1,2021,2,58,4,13,1,6,3392.06,565.3433333333334,543.78,593.35,19.103601405668698,6,1,0,0,0,0,0.0,23.220000000000027,0.9813284730660184,1.0299427182780767,4,0.6666666666666666
C-30251,Closed,Calder Central,60-74,English,Resident with family,4,2023-01-28,2025-10,1252.44,2023,1,35,1,12,1,4,4615.21,1153.8025,898.88,1308.09,178.20798735840478,4,1,0,0,0,0,0.0,55.649999999999864,0.9212437322346778,1.0444332662642521,0,0.0
C-30252,Active,Calder Central,75+,English,Owner-occupier,6,2021-06-02,,920.96,2021,6,54,2,6,0,6,5137.0,856.1666666666666,690.88,966.7,112.28138771259763,6,1,0,0,0,0,0.0,65.43999999999994,0.9296458767662729,1.0496655663655317,0,0.0
C-30253,Suspended,Northgate,75+,English,Private tenancy,2,2025-05-20,,867.14,2025,5,7,0,13,1,6,5204.47,867.4116666666667,832.9,907.28,33.328182918765165,6,1,0,0,0,0,0.0,90.15000000000009,1.0003132904336862,1.0462901030975391,2,0.3333333333333333
C-30254,Active,Northgate,45-59,Other,Owner-occupier,2,2022-05-15,,912.8,2022,5,43,6,8,2,6,5302.02,883.6700000000001,768.0,949.17,64.23254502197463,6,1,0,0,0,0,0.0,59.530000000000086,0.9680872042068361,1.039844434706398,2,0.3333333333333333
C-30255,Active,Weybridge,30-44,English,Resident with family,4,2025-07-20,,1056.93,2025,7,5,3,1,0,6,6093.27,1015.5450000000001,820.48,1089.95,99.85986355888934,6,1,0,0,0,0,0.0,65.93999999999983,0.960844142942295,1.0312414256384055,0,0.0
C-30256,Active,Calder Central,60-74,Spanish,Resident with family,1,2022-10-16,,491.54,2022,10,38,4,6,1,6,2821.44,470.24,411.9,515.23,40.11811810142647,6,1,0,0,0,0,0.0,29.370000000000005,0.9566668022948285,1.0481954673068317,2,0.3333333333333333
C-30257,Active,Weybridge,30-44,English,No fixed abode,1,2023-12-20,,478.26,2023,12,24,1,12,1,6,2748.12,458.02,418.35,484.15,23.527174926029677,6,1,0,0,0,0,0.0,7.610000000000014,0.9576799230544055,1.0123154769372307,1,0.16666666666666666
C-30258,Active,Calder Central,60-74,Spanish,Private tenancy,1,2023-08-01,,380.66,2023,8,28,6,12,4,6,2283.96,380.66,380.66,380.66,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,0,0.0
C-30259,Active,Weybridge,45-59,English,Resident with family,1,2022-10-11,,600.84,2022,10,38,0,23,2,6,3586.38,597.73,569.08,635.88,28.29635877635141,6,1,0,0,0,0,0.0,61.92999999999995,0.9948239131882031,1.0583183543039745,1,0.16666666666666666
C-30260,Active,Northgate,30-44,Spanish,No fixed abode,3,2025-07-11,,840.31,2025,7,5,5,22,0,6,5127.59,854.5983333333334,813.39,890.44,29.600265820878484,6,1,0,0,0,0,0.0,121.19000000000028,1.017003645480041,1.0596565553188706,0,0.0
C-30261,Active,Calder Central,60-74,English,Owner-occupier,4,2022-09-02,,1289.16,2022,9,39,2,0,0,6,7652.639999999999,1275.4399999999998,1252.5,1294.65,18.596924476912875,6,1,0,0,0,0,0.0,9.879999999999882,0.9893574110273354,1.0042585869868752,0,0.0
C-30262,Closed,Ash Hill,30-44,English,Owner-occupier,4,2022-09-25,2025-08,777.54,2022,9,39,2,6,0,2,1573.6399999999999,786.8199999999999,752.06,821.58,49.15806342808881,2,1,0,0,0,0,0.0,44.04000000000008,1.0119350772950588,1.0566401728528436,0,0.0
C-30263,Active,Weybridge,30-44,English,Resident with family,3,2022-10-09,,1093.94,2022,10,38,2,5,4,7,7905.32,1129.3314285714284,1060.19,1159.37,34.19633334563395,6,2,1,1,0,0,0.0,281.48999999999955,1.0323522575017172,1.0598113242042524,2,0.2857142857142857
C-30264,Active,Ash Hill,45-59,English,Social tenancy,4,2025-06-03,,1002.93,2025,6,6,1,22,0,6,5869.55,978.2583333333333,799.76,1054.13,96.2311029587974,6,1,0,0,0,0,0.0,126.54000000000008,0.9754004101316477,1.0510504222627703,0,0.0
C-30265,Active,Calder Central,30-44,Other,Private tenancy,1,2023-06-06,,691.78,2023,6,30,3,23,3,6,4116.4400000000005,686.0733333333334,658.25,716.6,21.8753456353646,6,1,0,0,0,0,0.0,33.100000000000136,0.9917507492748175,1.0358784584694556,0,0.0
C-30266,Active,Northgate,18-29,English,Resident with family,2,2022-09-27,,806.85,2022,9,39,4,16,0,6,4683.57,780.5949999999999,721.89,817.01,32.28757826161633,6,1,0,0,0,0,0.0,10.159999999999968,0.9674598748218379,1.012592179463345,0,0.0
C-30267,Active,Weybridge,45-59,English,Social tenancy,1,2024-08-28,,502.19,2024,8,16,1,5,2,6,2961.9,493.65000000000003,393.95,521.48,49.726761406711375,6,1,0,0,0,0,0.0,63.520000000000095,0.982994484159382,1.0384117565065016,1,0.16666666666666666
C-30268,Active,Weybridge,60-74,Spanish,Social tenancy,2,2021-01-04,,619.36,2021,1,59,2,6,4,6,3409.35,568.225,464.76,648.7,81.42182575943627,6,1,0,0,0,0,0.0,29.340000000000032,0.9174389692585895,1.0473714802376648,2,0.3333333333333333
C-30269,Active,Weybridge,60-74,English,No fixed abode,4,2025-02-15,,1054.51,2025,2,10,4,3,2,6,5875.610000000001,979.2683333333334,801.49,1097.73,112.6938645032047,6,1,0,0,0,0,0.0,43.22000000000003,0.9286477447661315,1.0409858607315245,1,0.16666666666666666
C-30270,Active,Weybridge,45-59,English,Private tenancy,1,2024-02-23,,379.24,2024,2,22,0,15,0,6,2232.67,372.1116666666667,363.47,381.05,8.517106120430032,6,1,0,0,0,0,0.0,2.6399999999999864,0.9812036353408572,1.0047727033013396,0,0.0
C-30271,Active,Northgate,30-44,English,Resident with family,6,2024-08-07,,1161.79,2024,8,16,3,1,0,6,6837.59,1139.5983333333334,994.16,1215.39,79.51290899386508,6,1,0,0,0,0,0.0,98.94000000000028,0.9808987281120799,1.0461357043871957,0,0.0
C-30272,Active,Weybridge,45-59,English,Resident with family,3,2025-03-16,,1123.25,2025,3,9,1,10,0,6,6796.81,1132.8016666666667,1098.78,1189.03,32.70847805488152,6,1,0,0,0,0,0.0,98.66000000000008,1.0085035981897768,1.0585622078789227,0,0.0
C-30273,Active,Northgate,18-29,Spanish,Private tenancy,4,2022-12-26,,984.07,2022,12,36,2,15,2,6,5607.32,934.5533333333333,778.63,1037.06,113.99427471003384,6,1,0,0,0,0,0.0,114.06999999999971,0.9496817638311637,1.0538477953804097,1,0.16666666666666666
C-30274,Active,Weybridge,45-59,English,Social tenancy,2,2023-12-06,,861.16,2023,12,24,2,5,0,6,5019.66,836.61,648.18,902.16,96.10996077410499,6,1,0,0,0,0,0.0,99.46000000000004,0.9714919411026987,1.0476102001950858,0,0.0
C-30275,Active,Northgate,30-44,English,No fixed abode,1,2022-04-01,,739.65,2022,4,44,2,4,1,6,3970.51,661.7516666666667,506.56,745.62,105.06540961071187,6,1,0,0,0,0,0.0,8.020000000000095,0.8946821694945809,1.0080713851145813,1,0.16666666666666666
C-30276,Active,Calder Central,60-74,Spanish,Owner-occupier,6,2021-03-15,,1240.08,2021,3,57,4,14,1,6,7321.18,1220.1966666666667,1178.11,1295.98,53.132056864633626,6,1,0,0,0,0,0.0,94.34000000000015,0.9839660882093629,1.0450777369201987,2,0.3333333333333333
C-30277,Active,Calder Central,45-59,Spanish,Resident with family,4,2021-11-12,,1222.0,2021,11,49,4,20,2,6,6823.65,1137.2749999999999,1009.04,1243.91,80.55902897875572,6,1,0,0,0,0,0.0,21.910000000000082,0.9306669394435353,1.0179296235679216,2,0.3333333333333333
C-30278,Active,Ash Hill,30-44,English,Resident with family,1,2022-07-07,,716.74,2022,7,41,1,4,1,6,4098.6,683.1,580.34,757.28,73.30463232293027,6,1,0,0,0,0,0.0,55.11999999999989,0.9530652677400452,1.0565616541563188,3,0.5
C-30279,Active,Northgate,18-29,Other,Resident with family,4,2021-10-03,,1006.09,2021,10,50,3,21,3,6,6023.01,1003.835,918.78,1059.42,61.914350759739094,6,1,0,0,0,0,0.0,151.66999999999996,0.9977586498225804,1.053007186235824,1,0.16666666666666666
C-30280,Active,Calder Central,60-74,English,Owner-occupier,1,2024-10-10,,428.28,2024,10,14,1,4,1,6,2406.24,401.03999999999996,344.06,426.86,28.892063270040104,6,1,0,0,0,0,0.0,0.0,0.9363967497898571,0.9966844120668722,0,0.0
C-30281,Active,Ash Hill,75+,English,Private tenancy,5,2024-03-01,,1092.08,2024,3,21,2,2,2,6,6465.54,1077.59,1027.63,1143.36,39.860626186752214,6,1,0,0,0,0,0.0,52.11000000000013,0.9867317412643763,1.0469562669401509,1,0.16666666666666666
C-30282,Active,Northgate,60-74,English,Resident with family,2,2023-07-23,,603.99,2023,7,29,5,16,2,6,3468.83,578.1383333333333,417.79,634.32,81.33770820884168,6,1,0,0,0,0,0.0,64.28000000000009,0.9571985187392728,1.050216063179854,2,0.3333333333333333
C-30283,Active,Northgate,30-44,English,Resident with family,1,2021-10-12,,594.54,2021,10,50,2,7,1,6,3550.75,591.7916666666666,560.14,630.0,29.458850905401363,6,1,0,0,0,0,0.0,66.77000000000021,0.99537737858961,1.059642749016046,1,0.16666666666666666
C-30284,Active,Northgate,30-44,Other,Resident with family,1,2023-03-13,,559.85,2023,3,33,4,4,2,6,3300.58,550.0966666666667,528.58,579.27,21.520331472044436,6,1,0,0,0,0,0.0,34.75999999999999,0.9825786669048258,1.0346878628203982,3,0.5
C-30285,Active,Weybridge,18-29,English,Resident with family,2,2023-08-01,,674.01,2023,8,28,1,11,1,6,3988.91,664.8183333333333,634.74,703.55,27.749059383457777,6,1,0,0,0,0,0.0,48.22000000000003,0.9863627146976058,1.0438272429192446,2,0.3333333333333333
C-30286,Active,Weybridge,30-44,English,Private tenancy,2,2023-06-25,,798.55,2023,6,30,1,13,1,6,4826.24,804.3733333333333,760.18,838.98,35.73854818912864,6,1,0,0,0,0,0.0,108.0300000000002,1.0072923841128714,1.0506292655437983,0,0.0
C-30287,Active,Northgate,18-29,English,Social tenancy,3,2024-04-18,,990.75,2024,4,20,0,14,1,6,5695.45,949.2416666666667,746.51,1039.25,103.26304051627895,6,1,0,0,0,0,0.0,48.5,0.958104129867945,1.0489528135251072,1,0.16666666666666666
C-30288,Active,Weybridge,75+,English,No fixed abode,6,2022-09-23,,1421.66,2022,9,39,1,18,0,6,7812.65,1302.1083333333333,1012.45,1470.24,169.5086250804562,6,1,0,0,0,0,0.0,48.57999999999993,0.9159069913575211,1.0341713208502736,0,0.0
C-30289,Active,Calder Central,18-29,English,Private tenancy,1,2025-06-03,,660.44,2025,6,6,6,5,4,6,4008.06,668.01,648.88,693.56,17.47055007720133,6,1,0,0,0,0,0.0,68.05999999999972,1.0114620555992975,1.050148385924535,2,0.3333333333333333
C-30290,Active,Weybridge,60-74,Spanish,Private tenancy,1,2021-03-21,,518.58,2021,3,57,3,10,2,6,2943.65,490.60833333333335,389.54,539.3,63.002624204604885,6,1,0,0,0,0,0.0,45.859999999999786,0.9460610384768661,1.0399552624474524,2,0.3333333333333333
C-30291,Active,Calder Central,75+,Spanish,No fixed abode,4,2024-11-30,,1227.01,2024,11,13,7,12,1,6,6836.69,1139.4483333333333,860.12,1290.55,157.845398211879,6,1,0,0,0,0,0.0,81.84999999999991,0.9286381800745986,1.0517844190348897,0,0.0
C-30292,Active,Calder Central,60-74,English,Social tenancy,3,2025-06-01,,1129.68,2025,6,6,2,0,2,6,6865.51,1144.2516666666668,1077.75,1191.38,42.08956992731884,6,1,0,0,0,0,0.0,147.9599999999998,1.0128989330311828,1.0546172367396076,2,0.3333333333333333
C-30293,Active,Calder Central,30-44,English,Resident with family,3,2024-08-25,,608.74,2024,8,16,0,18,0,6,3589.64,598.2733333333333,523.85,636.94,39.936718776918404,6,1,0,0,0,0,0.0,49.870000000000005,0.9828060146094119,1.0463251963071263,0,0.0
C-30294,Active,Ash Hill,30-44,English,No fixed abode,3,2024-08-31,,1226.73,2024,8,16,1,17,1,6,7250.19,1208.365,1154.12,1285.61,55.228726854780916,6,1,0,0,0,0,0.0,88.1099999999999,0.985029305552159,1.0479975218670774,1,0.16666666666666666
C-30295,Active,Weybridge,30-44,English,Owner-occupier,4,2022-06-10,,959.32,2022,6,42,2,19,1,6,5706.4,951.0666666666666,908.04,987.69,35.396884985358106,6,1,0,0,0,0,0.0,63.41999999999996,0.9913966837621092,1.0295730308968853,2,0.3333333333333333
C-30296,Active,Weybridge,60-74,English,No fixed abode,6,2022-05-06,,1578.98,2022,5,43,1,6,1,6,9423.96,1570.6599999999999,1497.89,1618.9,44.756994090309426,6,1,0,0,0,0,0.0,73.61999999999989,0.9947307755639717,1.0252821441690205,3,0.5
C-30297,Active,Weybridge,45-59,English,Resident with family,2,2023-11-18,,1013.47,2023,11,25,2,1,2,6,5757.42,959.57,791.03,1026.4,84.31584074182031,6,1,0,0,0,0,0.0,12.930000000000064,0.9468163833167237,1.0127581477498102,1,0.16666666666666666
C-30298,Active,Weybridge,45-59,English,Owner-occupier,1,2025-06-20,,642.69,2025,6,6,3,8,1,6,3952.4300000000003,658.7383333333333,649.36,666.98,6.938565894092733,6,1,0,0,0,0,0.0,96.28999999999974,1.0249705664213435,1.0377942709548926,2,0.3333333333333333
C-30299,Active,Weybridge,45-59,English,Private tenancy,3,2022-04-07,,649.87,2022,4,44,1,12,2,6,3888.5299999999997,648.0883333333333,617.14,682.1,27.88292625723972,6,1,0,0,0,0,0.0,68.49000000000001,0.9972584260441831,1.0495945342914736,0,0.0
C-30300,Active,Weybridge,30-44,English,Private tenancy,4,2023-05-08,,897.79,2023,5,31,5,16,1,6,5380.55,896.7583333333333,849.29,943.41,39.52704816535966,6,1,0,0,0,0,0.0,100.00999999999999,0.9988508819805672,1.0508136646654562,1,0.16666666666666666
C-30301,Active,Calder Central,75+,English,No fixed abode,1,2022-09-17,,628.48,2022,9,39,1,15,0,6,3580.25,596.7083333333334,433.35,650.89,82.42779468520715,6,1,0,0,0,0,0.0,45.42999999999995,0.9494468134758994,1.0356574592668024,0,0.0
C-30302,Active,Weybridge,45-59,English,Resident with family,2,2025-04-24,,724.97,2025,4,8,4,5,3,6,4026.73,671.1216666666667,521.35,746.73,97.69654454824213,6,1,0,0,0,0,0.0,44.819999999999936,0.9257233632656064,1.030015035104901,2,0.3333333333333333
C-30303,Active,Northgate,45-59,English,No fixed abode,2,2025-07-12,,959.32,2025,7,5,0,13,1,6,5932.23,988.7049999999999,957.39,1012.22,21.616650758153973,6,1,0,0,0,0,0.0,178.23999999999978,1.03063107200934,1.0551432264520701,3,0.5
C-30304,Active,Ash Hill,30-44,English,Social tenancy,1,2023-12-23,,488.82,2023,12,24,3,18,2,6,2895.65,482.60833333333335,464.59,497.46,12.88397053189221,6,1,0,0,0,0,0.0,14.129999999999995,0.9872925275834321,1.017675217871609,1,0.16666666666666666
C-30305,Active,Calder Central,18-29,English,Owner-occupier,2,2021-07-27,,651.39,2021,7,53,4,19,0,6,3883.9700000000003,647.3283333333334,614.81,678.4,26.989959182382368,6,1,0,0,0,0,0.0,55.91000000000008,0.9937646161797593,1.0414651744730499,0,0.0
C-30306,Active,Calder Central,45-59,Spanish,Social tenancy,1,2022-08-15,,466.19,2022,8,40,5,4,3,6,2761.79,460.29833333333335,376.94,493.72,43.13545475205594,6,1,0,0,0,0,0.0,59.30000000000007,0.9873620912789492,1.0590531757437955,2,0.3333333333333333
C-30307,Active,Weybridge,18-29,English,Resident with family,5,2024-08-29,,920.14,2024,8,16,2,11,0,6,5410.83,901.805,776.02,967.7,69.09787485878276,6,1,0,0,0,0,0.0,92.44000000000005,0.9800736844393244,1.0516877866411634,0,0.0
C-30308,Closed,Calder Central,30-44,English,Resident with family,1,2024-06-26,2025-11,500.18,2024,6,18,2,17,1,5,2545.43,509.08599999999996,486.57,529.18,19.27756416148053,5,1,0,0,0,0,0.0,67.83999999999986,1.0178055899876044,1.0579791275140948,1,0.2
C-30309,Active,Calder Central,60-74,English,Resident with family,1,2022-02-14,,654.34,2022,2,46,0,4,1,6,3932.1,655.35,630.67,691.74,22.78447541638825,6,1,0,0,0,0,0.0,55.399999999999864,1.0015435400556285,1.0571568297826817,2,0.3333333333333333
C-30310,Active,Weybridge,75+,English,Social tenancy,1,2021-03-21,,760.08,2021,3,57,3,2,0,6,4350.43,725.0716666666667,604.76,784.38,61.86999641721881,6,1,0,0,0,0,0.0,24.299999999999955,0.9539412517980562,1.0319703189137985,0,0.0
C-30311,Active,Ash Hill,45-59,English,No fixed abode,2,2022-09-02,,760.65,2022,9,39,0,12,1,6,4485.73,747.6216666666666,721.07,773.8,19.83747909051617,6,1,0,0,0,0,0.0,13.149999999999977,0.9828721049979184,1.0172878459212515,1,0.16666666666666666
C-30312,Active,Weybridge,30-44,Other,Owner-occupier,3,2025-06-04,,1184.58,2025,6,6,4,6,2,6,7072.59,1178.765,1143.57,1221.81,33.80363515955054,6,1,0,0,0,0,0.0,69.13000000000034,0.9950910871363691,1.0314288608620776,2,0.3333333333333333
C-30313,Active,Northgate,45-59,English,Private tenancy,5,2025-05-29,,799.19,2025,5,7,1,5,1,6,4654.26,775.71,659.37,843.53,61.957287545534136,6,1,0,0,0,0,0.0,44.33999999999992,0.9706202530061687,1.0554811746893729,1,0.16666666666666666
C-30314,Active,Calder Central,30-44,Other,Owner-occupier,1,2024-01-23,,535.5,2024,1,23,2,20,0,6,2982.04,497.00666666666666,450.27,540.92,37.314514423568035,6,1,0,0,0,0,0.0,5.419999999999959,0.9281170245876128,1.0101213818860877,0,0.0
